Name,RAT,POS,VER,Price,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS
Moritz-Broni Kwarteng,64,"CAM  RW,LW",Normal  Controlled,4K,4,3,M \ M,74,59,60,68,30,42,"175cm | 5'9""  Average (70kg)",0,333,1571
Jordi Sánchez Ribas,64,ST  CF,Normal  Lengthy,600,2,3,M \ M,73,64,45,57,27,66,"190cm | 6'3""  High & Average+ (86kg)",11,332,1486
Thibault Corbaz,64,CDM  CM,Normal  Controlled,2.5K,2,4,M \ M,66,53,62,61,59,66,"180cm | 5'11""  Average (72kg)",2,367,1704
Julio Donisa,64,ST  CF,Normal  Controlled,800,3,3,H \ M,74,64,60,64,38,57,"184cm | 6'0""  Average (76kg)",2,357,1678
Jurich Carolina,64,LB  LWB,Normal  Controlled,550,2,2,H \ M,72,40,56,61,60,67,"178cm | 5'10""  Stocky (79kg)",4,356,1656
William Balikwisha,64,"RM  LM,RW",Normal  Explosive,750,3,3,M \ M,76,52,58,70,26,52,"173cm | 5'8""  Average (67kg)",2,334,1568
Joseph Hungbo,64,"RM  LM,RW",Normal  Explosive,7.4K,3,3,H \ M,73,62,61,65,33,55,"173cm | 5'8""  Lean (70kg)",3,349,1608
Michael Steinwender,64,CB,Normal  Controlled,800,2,3,M \ M,50,29,42,39,64,71,"190cm | 6'3""  High & Average+ (77kg)",0,295,1383
Ahmed Abdu,64,ST  CF,Normal  Controlled,700,2,3,M \ L,62,65,48,61,20,60,"175cm | 5'9""  Average (72kg)",4,316,1505
Jean Jules Mvondo,64,CDM  CM,Normal  Controlled,500,2,3,M \ H,55,42,59,62,61,62,"177cm | 5'10""  Average (78kg)",1,341,1618
Pelayo Morilla Cabal,64,"RM  LM,RW",Normal  Controlled,750,3,3,H \ M,78,59,58,66,26,58,"180cm | 5'11""  Average (74kg)",2,345,1594
Danilo Quaranta,64,CB  LB,Normal  Lengthy,950,2,2,M \ M,60,32,49,48,67,65,"191cm | 6'3""  High & Average+ (81kg)",0,321,1478
Alessandro Tripaldelli,64,"LB  LWB,LM",Normal  Controlled,600,2,3,M \ M,69,33,51,63,61,57,"182cm | 6'0""  Average (77kg)",1,334,1555
Mihai Popescu,64,CB,Normal  Controlled,750,2,3,M \ M,52,27,44,54,61,70,"188cm | 6'2""  High & Average (83kg)",2,308,1426
Héber García,64,"CAM  CM,LM",Sudamericana  Explosive,1.1K,3,3,M \ M,80,57,58,68,32,48,"169cm | 5'7""  Short & Lean (62kg)",4,343,1586
Forrest Lasso,64,CB,Normal  Controlled,0,2,2,L \ H,49,34,39,44,64,75,"198cm | 6'6""  High & Stocky (95kg)",4,305,1380
Julio Alonso Sosa,64,"LB  RB,LWB",Normal  Controlled,600,3,3,M \ M,70,36,50,61,63,58,"171cm | 5'7""  Lean (62kg)",1,338,1575
Constantin Dima,64,CB,Normal  Controlled,0,2,3,L \ M,69,40,53,53,64,69,"182cm | 6'0""  Stocky (76kg)",0,348,1601
Erik Engelhardt,64,ST  CF,Normal  Controlled,750,2,2,M \ M,75,62,53,64,31,68,"179cm | 5'10""  Stocky (78kg)",5,353,1646
Marcel Hoffmeier,64,CB  CDM,Normal  Controlled,1K,2,3,M \ M,81,41,56,63,62,69,"182cm | 6'0""  Lean (70kg)",2,372,1699
Alexander Nollenberger,64,"LM  RM,LW",Normal  Controlled,800,2,3,M \ M,73,57,58,64,39,60,"180cm | 5'11""  Lean (72kg)",5,351,1608
Brian Rocha Araújo,64,GK,Normal  Controlled,600,1,3,M \ M,59,63,58,69,22,63,"188cm | 6'2""  High & Average+ (80kg)",0,334,693
Malik Abubakari,64,ST  CF,Normal  Lengthy,0,2,3,M \ M,73,61,48,60,27,80,"184cm | 6'0""  Average (82kg)",1,349,1613
Raul Opru?,64,LB  LWB,Normal  Controlled,800,2,3,M \ M,77,25,52,59,60,70,"181cm | 5'11""  Average (70kg)",2,343,1542
Lucas Soares de Almeida,64,RB  RWB,Normal  Controlled,1.3K,2,3,M \ M,74,37,54,64,63,59,"174cm | 5'9""  Lean (64kg)",0,351,1634
Albert Stahl,64,"RM  LM,RW,ST",Normal  Explosive,1K,3,3,H \ M,86,58,57,63,40,58,"180cm | 5'11""  Lean (69kg)",1,362,1654
Leonardo Marchi,64,LB  LWB,Normal  Controlled,750,2,3,M \ M,74,42,52,64,59,63,"180cm | 5'11""  Lean (75kg)",1,354,1627
Miguel Silva Reisinho,64,CM,Normal  Controlled,700,3,3,M \ M,55,52,63,63,58,68,"184cm | 6'0""  Lean (78kg)",1,359,1721
Abbas Ibrahim,64,CDM  CM,Normal  Controlled,9.8K,2,2,M \ H,68,45,56,61,63,59,"171cm | 5'7""  Lean (63kg)",1,352,1695
Arda Kizildag,64,CB  RB,Normal  Controlled,9K,2,3,M \ M,62,37,48,51,67,64,"187cm | 6'2""  High & Average+ (77kg)",1,329,1533
Alessandro Russo,64,GK,Normal  Controlled,2K,1,1,M \ M,68,62,57,64,31,61,"193cm | 6'4""  High & Average (78kg)",1,343,624
Hans Nicolussi Caviglia,64,CM  CAM,Normal  Controlled,0,3,3,H \ M,67,53,64,65,53,54,"184cm | 6'0""  Lean (70kg)",7,356,1694
Ignacio Don,64,GK,Libertadores  Controlled,8.9K,1,2,M \ M,61,62,60,65,47,62,"181cm | 5'11""  Average (76kg)",0,357,932
Jhohan Gutíerrez,64,GK,Normal  Controlled,0,1,2,M \ M,65,62,64,64,50,63,"177cm | 5'10""  Average (72kg)",0,368,899
Riku Danzaki,64,RM  RW,Normal  Explosive,0,3,2,H \ L,76,60,59,67,30,55,"174cm | 5'9""  Lean (63kg)",2,347,1598
Íñigo Sainz-Maza Serna,64,"CDM  RB,CM",Normal  Controlled,600,2,3,M \ M,72,36,56,61,60,68,"181cm | 5'11""  Lean (71kg)",3,353,1616
Elijah Just,64,"CF  RW,ST",Normal  Explosive,750,3,4,H \ M,84,61,61,68,38,55,"174cm | 5'9""  Lean (69kg)",5,367,1735
Jesús Careaga,64,GK,Libertadores  Controlled,700,1,2,M \ M,65,63,66,67,42,60,"184cm | 6'0""  Average (88kg)",0,363,805
Daniel Rojas,64,CM  CDM,Sudamericana  Controlled,500,3,3,M \ H,52,62,61,62,62,77,"169cm | 5'7""  Short & Lean- (71kg)",4,376,1821
José Cárdenas,64,GK,Sudamericana  Controlled,10K,1,3,M \ M,65,65,63,64,46,65,"188cm | 6'2""  High & Average+ (80kg)",-1,368,877
Davíð Kristján Ólafsson,64,LB  LWB,Normal  Controlled,700,2,3,H \ M,76,48,63,60,57,71,"184cm | 6'0""  Average (69kg)",2,375,1734
Antonio Marín,64,"ST  CF,LW",Sudamericana  Controlled,7.6K,3,3,H \ M,73,65,52,64,23,58,"175cm | 5'9""  Average (80kg)",2,335,1596
Wilfredo Soleto,64,"RB  RWB,CB",Normal  Controlled,750,2,3,M \ H,69,30,52,54,62,62,"179cm | 5'10""  Average (87kg)",0,329,1518
Nohan Kenneh,64,CDM  CB,Normal  Controlled,10K,2,3,L \ H,58,51,58,59,61,72,"188cm | 6'2""  High & Average+ (76kg)",5,359,1679
Nicolás Ruíz,64,"RW  RM,ST",Sudamericana  Controlled,10K,2,3,M \ M,67,66,61,64,29,62,"184cm | 6'0""  Stocky (83kg)",1,349,1643
Éric Bocat,64,"LWB  LB,LM",Normal  Controlled,650,2,3,H \ M,73,51,59,64,58,61,"182cm | 6'0""  Average (71kg)",2,366,1723
Jonas Arweiler,64,ST  CF,Normal  Controlled,950,2,3,M \ L,55,64,51,59,27,64,"188cm | 6'2""  High & Average (79kg)",-2,320,1540
Yackson Rivas,64,RW  RM,Normal  Explosive,0,3,3,H \ M,75,62,52,67,28,55,"179cm | 5'10""  Lean (67kg)",1,339,1564
Jair Toledo,64,RB  RWB,Sudamericana  Controlled,0,2,3,M \ H,73,27,51,54,61,61,"174cm | 5'9""  Average (73kg)",-1,327,1474
Tiago Galletto,64,"CDM  CB,CM",Sudamericana  Controlled,10K,2,4,M \ M,70,52,63,62,63,69,"182cm | 6'0""  Average (81kg)",-1,379,1772
Magnus R. Jensen,64,CB  ST,Normal  Controlled,800,2,2,M \ M,50,49,46,51,62,76,"195cm | 6'5""  High & Average (85kg)",12,334,1504
Isak Dybvik Määttä,64,LB  LWB,Normal  Controlled,550,3,2,H \ M,79,52,57,64,56,63,"188cm | 6'2""  High & Average+ (72kg)",5,371,1710
Lukas Gütlbauer,64,GK,Normal  Controlled,3K,1,2,M \ M,67,59,57,65,41,60,"191cm | 6'3""  High & Average (80kg)",1,349,748
Daniel Luna,64,CAM,Libertadores  Controlled,1.2K,2,3,H \ M,70,55,56,64,33,45,"179cm | 5'10""  Lean (66kg)",-1,323,1537
Logan Delaurier-Chaubet,64,"LW  LM,RW",Normal  Controlled,550,3,4,M \ M,70,59,65,68,29,39,"173cm | 5'8""  Lean (60kg)",5,330,1571
James Gomez,64,CB,Normal  Controlled,1.1K,2,4,M \ M,69,35,46,54,61,73,"189cm | 6'2""  High & Average+ (80kg)",2,338,1551
Junior Kadile,64,LM  LW,Normal  Controlled,1K,3,3,M \ M,80,64,57,68,23,52,"182cm | 6'0""  Average (76kg)",-1,344,1590
Luís Miguel Castelo Santos,64,"LW  LM,RW",Normal  Explosive,800,3,3,M \ M,80,59,53,67,45,48,"176cm | 5'9""  Lean (68kg)",-1,352,1665
Lucas Bernadou,64,"CM  CDM,CAM",Normal  Controlled,650,3,3,M \ M,57,51,63,66,59,53,"178cm | 5'10""  Lean (65kg)",-3,349,1696
Nicola Mosti,64,CAM,Normal  Controlled,800,3,2,M \ M,62,52,63,66,42,52,"177cm | 5'10""  Lean (73kg)",0,337,1578
Yaroslav Meykher,64,GK,Normal  Controlled,950,1,3,M \ M,64,67,63,64,33,58,"184cm | 6'0""  Average (79kg)",12,349,690
Mike van Beijnen,64,"RB  RWB,LB",Normal  Controlled,700,2,3,M \ M,68,47,56,64,61,69,"187cm | 6'2""  High & Average (76kg)",1,365,1697
Uriel Jové Balero,64,"CB  RB,CDM",Normal  Lengthy,950,2,3,M \ M,58,30,51,53,63,63,"189cm | 6'2""  High & Average+ (80kg)",-1,318,1480
Derik Gean Severino Lacerda,64,"ST  CF,LW",Normal  Controlled,650,2,2,M \ L,62,63,53,65,32,67,"191cm | 6'3""  High & Average+ (83kg)",2,342,1584
Rafael Obrador Burguera,64,LB  LWB,Normal  Controlled,800,2,2,H \ M,79,31,47,56,60,62,"182cm | 6'0""  Lean (69kg)",9,335,1497
Jamal Amofa,64,CB  RB,Normal  Controlled,4.9K,2,3,M \ M,71,34,50,58,63,73,"185cm | 6'1""  High & Average+ (82kg)",6,349,1576
Couhaib Driouech,64,"RM  LM,RW",Normal  Explosive,600,3,3,H \ M,85,55,51,70,25,60,"175cm | 5'9""  Average (75kg)",5,346,1558
Louie Barry,64,LW  LM,Normal  Explosive,0,3,2,H \ M,81,62,55,66,21,55,"174cm | 5'9""  Lean (65kg)",2,340,1589
Pablo Rodríguez Delgado,64,"ST  CF,LW",Normal  Controlled,9.8K,3,4,M \ M,69,66,49,63,16,49,"178cm | 5'10""  Lean (70kg)",5,312,1500
Baba Alhassan,64,CDM  CM,Normal  Lengthy,650,3,2,H \ H,78,59,55,62,58,82,"187cm | 6'2""  High & Average (75kg)",3,394,1750
Carney Chukwuemeka,64,"CM  CAM,CF",Normal  Controlled,1K,4,4,L \ L,65,59,64,70,49,57,"185cm | 6'1""  High & Average+ (70kg)",59,364,1698
Emerson Rodríguez,64,"LM  RM,LW",Normal  Explosive,0,4,2,M \ M,78,56,55,69,23,49,"174cm | 5'9""  Average (68kg)",2,330,1474
Aquilino Giménez,64,RB  RWB,Normal  Lengthy,0,2,2,M \ M,68,25,46,57,61,70,"175cm | 5'9""  Average (80kg)",1,327,1446
Marcelo Flores,64,"LM  CAM,LW",Normal  Explosive,2.5K,3,3,H \ L,77,57,60,67,34,42,"163cm | 5'4""  Short & Lean (65kg)",22,337,1620
Carlo Adriano García Prades,64,"CM  RM,LM",Normal  Controlled,1.9K,3,4,H \ M,59,58,64,67,50,54,"182cm | 6'0""  Lean (72kg)",0,352,1656
Charlie Patino,64,CM  CDM,Normal  Controlled,8K,2,3,M \ M,64,47,63,66,60,59,"182cm | 6'0""  Lean (75kg)",29,359,1711
Bruno Rodrigues,64,CB,Normal  Lengthy,10K,2,3,M \ H,55,32,43,44,66,67,"192cm | 6'4""  High & Average+ (86kg)",0,307,1433
Brian Oddei,64,RM  RW,Normal  Explosive,0,3,3,H \ M,65,64,57,72,35,38,"175cm | 5'9""  Average (55kg)",7,331,1579
Milosz Matysik,64,CB  CM,Normal  Lengthy,500,2,3,M \ M,72,38,47,53,64,70,"190cm | 6'3""  High & Average+ (78kg)",3,344,1599
Amankwah Forson,64,"RW  RM,CAM",Normal  Explosive,2K,3,3,H \ M,86,53,54,72,35,43,"173cm | 5'8""  Lean (62kg)",3,343,1585
Damir Redzic,64,"ST  CAM,CF",Normal  Explosive,750,3,4,M \ M,83,65,50,68,24,51,"172cm | 5'8""  Lean (62kg)",6,341,1580
Kristoffer Lund Hansen,64,LB  LWB,Normal  Controlled,750,2,3,M \ M,68,30,54,59,60,66,"184cm | 6'0""  Average (80kg)",0,337,1531
Noah Mbamba,64,CB  CDM,Normal  Controlled,0,2,3,M \ H,72,32,51,63,61,71,"188cm | 6'2""  High & Average (75kg)",20,350,1552
Carlos Daniel Meza,64,"CDM  RM,RW",Sudamericana  Controlled,950,2,3,M \ H,68,54,61,63,65,61,"166cm | 5'5""  Short & Lean- (63kg)",0,372,1731
Yohan Cassubie,64,"CDM  RB,CM",Normal  Controlled,750,2,3,M \ M,70,46,60,64,62,68,"184cm | 6'0""  Average (78kg)",0,370,1658
Sebastian Breza,64,GK,Normal  Controlled,0,1,2,M \ M,64,64,50,68,33,64,"193cm | 6'4""  High & Average (87kg)",1,343,710
Hélder José Oliveira Sá,64,LB  LWB,Normal  Controlled,650,3,3,M \ H,67,41,60,64,60,65,"186cm | 6'1""  High & Average (79kg)",0,357,1639
Henning Matriciani,64,"RB  RWB,CB",Normal  Controlled,650,2,3,M \ M,73,33,51,53,63,65,"187cm | 6'2""  High & Average+ (76kg)",80,338,1539
Kian Fitz-Jim,64,CM  CDM,Normal  Controlled,1.3K,3,3,M \ M,68,56,65,69,59,45,"174cm | 5'9""  Lean (60kg)",14,362,1735
Arouna Sangante,64,CB,Normal  Controlled,10K,2,3,M \ M,56,31,49,52,63,69,"189cm | 6'2""  High & Average (76kg)",2,320,1500
Koldo Obieta Alberdi,64,ST  CF,Normal  Controlled,900,2,3,M \ M,45,67,49,55,23,70,"187cm | 6'2""  High & Average (82kg)",3,309,1503
Aritz Aldasoro Sarriegi,64,CM,Normal  Controlled,800,3,2,M \ M,67,63,63,67,59,59,"176cm | 5'9""  Average (70kg)",0,378,1797
Kazimcan Karatas,64,"LB  LWB,LM,LW",Normal  Controlled,1K,3,3,H \ M,76,57,57,65,58,65,"182cm | 6'0""  Lean (74kg)",6,378,1754
Hayrullah Bilazer,64,"RB  RWB,LB,RM",Normal  Controlled,600,2,3,H \ M,67,44,56,65,61,59,"170cm | 5'7""  Short & Lean- (72kg)",2,352,1661
Sergen Piçinciol,64,CB  CDM,Normal  Lengthy,0,2,3,H \ H,60,32,43,48,65,62,"182cm | 6'0""  Average (79kg)",1,310,1451
Ramón Juan Ramírez,64,GK,Normal  Controlled,700,1,3,M \ M,61,62,60,66,25,65,"179cm | 5'10""  Average (79kg)",2,339,638
Antonio Nusa,64,LW  LM,Normal  Explosive,700,4,3,M \ M,78,59,57,74,40,40,"180cm | 5'11""  Average (73kg)",28,348,1627
Henrique Jocú,64,CDM,Normal  Controlled,550,2,3,M \ M,66,41,57,61,63,63,"177cm | 5'10""  Lean (71kg)",1,351,1632
Thabani Dube,64,CB,Normal  Controlled,700,2,3,M \ M,70,39,41,49,68,60,"178cm | 5'10""  Lean (74kg)",3,327,1569
Alejandro Domingo Gómez,64,CM  CAM,Normal  Controlled,9.9K,3,3,M \ M,64,59,64,67,55,61,"177cm | 5'10""  Average (70kg)",0,370,1726
Oussama Targhalline,64,CM,Normal  Controlled,2.2K,2,3,M \ M,51,48,66,64,59,55,"186cm | 6'1""  High & Average+ (70kg)",1,343,1622
Ibrahima Bamba,64,CDM,Normal  Controlled,4.1K,2,2,M \ M,65,46,58,60,60,65,"184cm | 6'0""  Lean (68kg)",8,354,1636
Brynjar Ingi Bjarnason,64,CB,Normal  Lengthy,0,2,3,M \ M,70,25,47,42,64,70,"194cm | 6'4""  High & Average+ (88kg)",1,318,1450
Eros Mancuso,64,RB  RWB,Normal  Controlled,0,2,2,H \ M,71,35,58,65,57,63,"171cm | 5'7""  Average (72kg)",2,349,1625
Gabriel Aranda,64,CB,Libertadores  Controlled,700,2,2,L \ M,53,30,42,49,64,70,"190cm | 6'3""  High & Average (82kg)",-3,308,1408
Obed Vargas,64,"CM  CDM,RM",Normal  Controlled,750,3,3,H \ M,70,42,62,70,55,54,"175cm | 5'9""  Lean (68kg)",3,353,1688
Raimon Marchán Vidal,64,CDM  CM,Normal  Controlled,950,2,3,M \ M,61,31,56,55,64,53,"181cm | 5'11""  Lean (67kg)",2,320,1487
Alberto Rodríguez Martín,64,CB,Normal  Lengthy,2K,2,5,L \ H,55,35,48,46,65,67,"193cm | 6'4""  High & Average (84kg)",-1,316,1497
Gökhan Sazdagi,64,"ST  LM,CF",Normal  Controlled,750,2,3,H \ M,68,64,63,67,37,54,"179cm | 5'10""  Average (72kg)",1,353,1646
Ismaël Koné,64,CM,Normal  Controlled,0,3,4,H \ M,78,56,58,67,53,67,"188cm | 6'2""  High & Average+ (76kg)",14,379,1699
Ntsako Makhubela,64,"RW  RM,CAM,LW",Normal  Controlled,6.9K,3,3,H \ M,73,68,56,67,39,51,"166cm | 5'5""  Short & Lean (57kg)",2,354,1730
Till Schumacher,64,LB  LWB,Normal  Explosive,750,2,3,M \ M,70,47,55,63,60,58,"177cm | 5'10""  Average (66kg)",2,353,1639
Fernando Medrano Gastañaga,64,LB  LWB,Normal  Controlled,600,2,2,M \ M,68,38,55,60,58,46,"172cm | 5'8""  Lean (63kg)",1,325,1554
Jurgen Çelhaka,64,CDM,Normal  Controlled,600,2,3,M \ M,63,38,56,58,60,68,"183cm | 6'0""  Lean (77kg)",3,343,1596
David Strelec,64,ST  CF,Normal  Controlled,9.7K,2,3,M \ M,55,64,53,63,33,57,"185cm | 6'1""  High & Average (75kg)",5,325,1549
Alejandro Medina,64,LM  LW,Libertadores  Controlled,10K,3,3,M \ M,70,59,60,65,45,56,"168cm | 5'6""  Short & Lean- (63kg)",-2,355,1680
Juan Artola Canales,64,CAM  RM,Normal  Explosive,650,3,3,H \ M,72,57,62,69,45,55,"176cm | 5'9""  Average (73kg)",3,360,1691
Tyler Morton,64,CDM,Normal  Controlled,1.1K,2,3,M \ M,65,47,62,67,59,58,"178cm | 5'10""  Lean (71kg)",3,358,1715
Roy Kuijpers,64,RW  RM,Normal  Explosive,700,2,3,M \ M,75,63,58,68,32,49,"175cm | 5'9""  Lean (66kg)",2,345,1616
Kevin Jensen,64,LW  LM,Normal  Explosive,750,3,3,M \ M,76,60,59,68,20,49,"173cm | 5'8""  Lean (64kg)",1,332,1582
Rodrigo Saucedo,64,"RB  RWB,CB",Sudamericana  Controlled,600,2,3,M \ H,70,47,56,57,62,65,"178cm | 5'10""  Average (75kg)",-3,357,1695
Cristian Volpato,64,CAM,Normal  Controlled,700,3,3,M \ M,64,58,61,67,39,57,"187cm | 6'2""  High & Average (75kg)",12,346,1626
Gonzalo Nápoli,64,CM,Sudamericana  Controlled,0,3,3,M \ M,64,59,63,63,63,57,"176cm | 5'9""  Lean (70kg)",7,369,1739
Koni De Winter,64,CB  RB,Normal  Controlled,700,2,3,M \ M,64,38,52,59,66,62,"191cm | 6'3""  High & Average (75kg)",6,341,1578
Dominik Becker,64,CB  RB,Normal  Lengthy,800,2,2,M \ M,67,34,48,52,63,67,"188cm | 6'2""  High & Average (75kg)",2,331,1510
William Kenndal,64,CDM  CM,Normal  Controlled,3.3K,3,3,M \ M,71,44,61,64,60,62,"173cm | 5'8""  Lean (65kg)",1,362,1707
Abdussalam Magashy,64,CAM  CM,Normal  Controlled,0,3,3,H \ M,75,57,59,66,60,78,"176cm | 5'9""  Average (74kg)",5,395,1849
El Hadji Dieye,64,RM  RW,Normal  Controlled,700,3,3,M \ M,90,59,56,64,29,59,"182cm | 6'0""  Lean (75kg)",0,357,1629
Gonzalo Añasgo,64,"LB  LWB,LM",Libertadores  Controlled,6.8K,3,2,H \ H,70,50,59,61,60,62,"170cm | 5'7""  Short & Lean (69kg)",-1,362,1718
Akor Jerome Adams,64,ST  CF,Normal  Lengthy,750,3,3,M \ M,75,61,45,61,27,71,"190cm | 6'3""  High & Average (83kg)",6,340,1563
Luca Gemello,64,GK,Normal  Controlled,1.1K,1,2,M \ M,64,64,66,67,31,65,"190cm | 6'3""  High & Average (80kg)",2,357,621
Samuel Rogers,64,CB,Normal  Controlled,700,2,3,M \ M,66,40,49,56,63,71,"193cm | 6'4""  High & Average (86kg)",2,345,1555
Victor Eriksson,64,CB,Normal  Controlled,650,2,3,M \ M,61,33,48,38,63,75,"192cm | 6'4""  High & Average (82kg)",2,318,1467
Facundo Suárez,64,ST  CF,Sudamericana  Lengthy,10K,3,3,H \ L,61,67,51,60,28,64,"183cm | 6'0""  Average (79kg)",-2,331,1570
Benjamin Bender,64,"CAM  CM,LM",Normal  Controlled,700,3,3,H \ M,67,59,64,63,42,61,"183cm | 6'0""  Average (75kg)",6,356,1673
Abdoulaye Bakayoko,64,CB,Normal  Lengthy,650,2,3,M \ M,77,34,44,54,64,66,"185cm | 6'1""  High & Average (75kg)",0,339,1512
Oscar Uddenäs,64,"RW  RM,LW",Normal  Controlled,950,3,3,M \ M,73,59,58,65,26,49,"186cm | 6'1""  High & Average (75kg)",1,330,1495
Agustín Chopitea,64,"RB  RWB,LB",Sudamericana  Controlled,700,2,4,H \ M,64,45,53,52,62,61,"178cm | 5'10""  Average (70kg)",0,337,1625
Daniel Eid,64,RWB  RB,Normal  Controlled,750,2,3,H \ M,78,55,56,58,56,67,"183cm | 6'0""  Average (73kg)",2,370,1676
Matej Chaluš,64,CB,Normal  Lengthy,0,2,3,M \ M,64,32,38,40,66,73,"189cm | 6'2""  High & Stocky (85kg)",2,313,1417
Jonas Enkerud,64,"ST  CF,LW",Normal  Lengthy,800,3,3,M \ M,67,63,50,61,25,69,"190cm | 6'3""  High & Average (81kg)",3,335,1542
Mateo Sanabria,64,LM  LW,Sudamericana  Controlled,10K,3,3,M \ M,67,54,58,67,26,51,"178cm | 5'10""  Lean (72kg)",0,323,1460
Jonier Medina,64,"RM  RB,RW",Normal  Controlled,0,3,3,M \ M,77,56,59,63,59,59,"183cm | 6'0""  Average (79kg)",-2,373,1747
Rocco Robert Shein,64,CM  CDM,Normal  Controlled,600,2,5,M \ M,73,52,61,66,58,63,"185cm | 6'1""  High & Average (75kg)",9,373,1710
Liam van Gelderen,64,"RB  RWB,CB",Normal  Controlled,650,2,3,M \ M,70,46,53,59,61,63,"178cm | 5'10""  Average (72kg)",-1,352,1625
Mathys Tel,64,"ST  LM,CF",Normal  Controlled,2.4K,3,3,M \ M,77,62,59,70,26,58,"183cm | 6'0""  Average (67kg)",182,352,1643
Alessandro Cortinovis,64,CM  CAM,Normal  Controlled,9.9K,3,3,H \ M,75,62,64,67,55,63,"180cm | 5'11""  Lean (78kg)",-2,386,1788
Anass Salah-Eddine,64,LB  LWB,Normal  Controlled,900,2,3,H \ M,77,31,58,64,59,62,"179cm | 5'10""  Lean (66kg)",3,351,1606
Franco Ortellado,64,CB,Sudamericana  Lengthy,10K,2,3,M \ M,60,30,36,46,64,72,"188cm | 6'2""  High & Average (83kg)",-2,308,1417
Nicholas Bonfanti,64,ST  CF,Normal  Controlled,650,2,3,M \ M,71,66,41,65,24,59,"178cm | 5'10""  Average (75kg)",5,326,1514
Fabio Ponsi,64,LB  LWB,Normal  Controlled,2.2K,2,3,M \ M,70,34,47,61,60,68,"186cm | 6'1""  High & Average (80kg)",-3,340,1551
Mike Eerdhuijzen,64,CB  LB,Normal  Lengthy,850,2,4,M \ H,64,25,44,44,65,70,"191cm | 6'3""  High & Average (78kg)",4,312,1408
Gaetano Oristanio,64,CAM  CM,Normal  Explosive,650,3,3,H \ M,73,62,62,68,40,48,"174cm | 5'9""  Average (62kg)",2,353,1690
Israel Suero Fernández,64,CAM,Normal  Controlled,0,2,3,M \ M,65,61,63,68,30,46,"172cm | 5'8""  Average (69kg)",0,333,1601
Sandro Plechaty,64,RB  RWB,Normal  Controlled,700,2,2,M \ M,76,56,59,63,58,64,"177cm | 5'10""  Lean (75kg)",2,376,1734
Joshua Eijgenraam,64,CDM,Normal  Lengthy,500,2,3,M \ H,69,48,54,63,63,69,"180cm | 5'11""  Lean (80kg)",3,366,1671
Steve Kapuadi,64,CB,Normal  Lengthy,1K,2,2,M \ M,59,25,37,37,63,75,"193cm | 6'4""  High & Average (88kg)",4,296,1313
Juljan Shehu,64,CDM  CM,Normal  Controlled,600,2,2,M \ M,57,49,62,57,62,62,"183cm | 6'0""  Lean (76kg)",1,349,1656
Aleksa Pejic,64,CDM,Normal  Controlled,600,2,3,M \ M,53,45,56,60,62,71,"190cm | 6'3""  High & Average+ (80kg)",1,347,1579
Erjon Hoxhallari,64,CB  LB,Normal  Lengthy,1.2K,2,2,M \ M,72,36,45,54,64,73,"183cm | 6'0""  Average (74kg)",1,344,1531
Oussama El Azzouzi,64,CDM,Normal  Controlled,550,2,3,M \ M,58,42,57,65,59,64,"189cm | 6'2""  High & Average+ (75kg)",4,345,1589
Stan Braem,64,ST  CF,Normal  Controlled,700,2,3,M \ M,71,65,46,70,21,59,"186cm | 6'1""  High & Average+ (76kg)",0,332,1552
Manuel Mama Samba Baldé,64,GK,Normal  Controlled,900,1,2,M \ M,63,63,60,68,18,62,"194cm | 6'4""  High & Average+ (88kg)",3,334,633
Rafael Brand,64,"RM  CF,RW",Normal  Explosive,950,3,3,H \ M,81,55,58,65,30,52,"175cm | 5'9""  Average (68kg)",7,341,1630
Leon Deichmann,64,CB  LB,Normal  Lengthy,400,2,3,M \ M,65,25,41,52,62,74,"186cm | 6'1""  High & Average (83kg)",3,319,1452
Anthony Schmid,64,ST  CF,Normal  Controlled,650,2,3,M \ M,67,62,46,65,17,65,"183cm | 6'0""  Average (75kg)",0,322,1485
Rodrigo Miguel Forte Paes Martins,64,LW  LM,Normal  Explosive,2K,3,3,H \ M,79,51,57,68,27,54,"177cm | 5'10""  Average (75kg)",1,336,1578
Simone Panada,64,CDM,Normal  Controlled,550,3,3,M \ M,71,55,62,59,60,65,"175cm | 5'9""  Average (72kg)",1,372,1761
Antonio Jakolis,64,"RB  RWB,RM,RW",Normal  Explosive,650,4,3,H \ M,82,59,59,69,56,57,"175cm | 5'9""  Lean (67kg)",1,382,1777
Francesco Donati,64,RB  RWB,Normal  Controlled,1.4K,3,3,M \ M,69,42,58,62,60,64,"185cm | 6'1""  High & Average+ (81kg)",3,355,1657
Willum Þo´r Willumsson,64,CM  RM,Normal  Lengthy,1.5K,3,3,M \ M,67,61,67,60,55,70,"193cm | 6'4""  High & Average (84kg)",-2,380,1774
Tornike Gaprindashvili,64,RM  RW,Normal  Explosive,2.5K,2,3,H \ H,84,65,57,66,40,62,"171cm | 5'7""  Average (64kg)",1,374,1694
Takuto Oshima,64,CAM  CF,Normal  Controlled,650,4,3,M \ M,65,45,64,69,53,52,"174cm | 5'9""  Lean (71kg)",1,348,1664
Fares Arnaout,64,CB,Normal  Lengthy,700,2,3,M \ H,63,45,52,53,65,72,"186cm | 6'1""  High & Average (86kg)",2,350,1582
